Nobel University,https://en.wikipedia.org/w/index.php?title=Nobel_University&action=edit&redlink=1,132,South Korea,"Wikipedia description: <i>Nobel University, South Korea</i>"
"",,119,Italy,"Wikipedia description: <i>Non Traditional University of USA (aka University of USA), Italy</i>"
Norman Academy,https://en.wikipedia.org/wiki/Norman_Academy,119,Italy,"Wikipedia description: <i>Norman Academy, Italy, Gambia, Florida</i>"
North Central University,https://en.wikipedia.org/w/index.php?title=North_Central_University_(Nigeria)&action=edit&redlink=1,181,Nigeria,"Wikipedia description: <i>North Central University, Nigeria</i>"
North American Reformed Seminary,https://en.wikipedia.org/w/index.php?title=North_American_Reformed_Seminary&action=edit&redlink=1,,,"Wikipedia description: <i>North American Reformed Seminary, Flagstaff, Arizona</i>"
"",,,,Wikipedia description: <i>Northfield University</i>
North Lexington University,https://en.wikipedia.org/w/index.php?title=North_Lexington_University&action=edit&redlink=1,,,"Wikipedia description: <i>North Lexington University, Massachusetts</i>"
North Norway University,https://en.wikipedia.org/w/index.php?title=North_Norway_University&action=edit&redlink=1,185,Norway,"Wikipedia description: <i>North Norway University, Norway, Panama, UK</i>"
"Northwestern International University, Ltd.Northwestern University","https://en.wikipedia.org/w/index.php?title=Northwestern_International_University,_Ltd.&action=edit&redlink=1",63,Cyprus,"Wikipedia description: <i>Northwestern International University, Ltd., Cyprus, Denmark (not to be confused with other schools named Northwestern University)</i>"
Norway UniversityUniversity of Norway,https://en.wikipedia.org/w/index.php?title=Norway_University&action=edit&redlink=1,185,Norway,"Wikipedia description: <i>Norway University or University of Norway, Panama or the UK</i>"
Novus UniversityNovus University International,https://en.wikipedia.org/w/index.php?title=Novus_University&action=edit&redlink=1,,,"Wikipedia description: <i>Novus University or Novus University International, Diamondhead, Mississippi</i>"
"Novus University School of LawNovus University Law SchoolMarshall IslandsPalmdale, CaliforniaJames Kirk",https://en.wikipedia.org/w/index.php?title=Novus_University_School_of_Law&action=edit&redlink=1,154,Marshall Islands,"Wikipedia description: <i>Novus University School of Law (aka Novus University Law School) registered in Marshall Islands, but ran in Palmdale, California by Natalie Handy, spouse of James Kirk.</i>"
Oaklands UniversityUniversity Degree Program,https://en.wikipedia.org/w/index.php?title=Oaklands_University&action=edit&redlink=1,253,United Kingdom,"Wikipedia description: <i>Oaklands University, United Kingdom. May be ""a new version of the University Degree Program.""</i>"
Oikos UniversityChronicle of Higher Education,https://en.wikipedia.org/wiki/Oikos_University,,,"Wikipedia description: <i>Oikos University, Oakland, California. Described by the Chronicle of Higher Education, as ""a little-known, unaccredited institution housed in a single building in an East Oakland office park.""</i>"
Ohio Christian College,https://en.wikipedia.org/w/index.php?title=Ohio_Christian_College&action=edit&redlink=1,,,Wikipedia description: <i>Ohio Christian College</i>
Open International University,https://en.wikipedia.org/w/index.php?title=Open_International_University&action=edit&redlink=1,181,Nigeria,"Wikipedia description: <i>Open International University, Nigeria</i>"
Oregon College of Ministry,https://en.wikipedia.org/w/index.php?title=Oregon_College_of_Ministry&action=edit&redlink=1,,,"Wikipedia description: <i>Oregon College of Ministry, Gresham, Oregon (Oregon’s Office of Degree Authorization lists this institution as unaccredited religious exempt school)</i>"
Oval Bible CollegeAmerican Accrediting Association of Theological Institutions,https://en.wikipedia.org/wiki/Oval_Bible_College,90,Georgia,"Wikipedia description: <i>Oval Bible College, Lawrenceville, Georgia (Claims accreditation from American Accrediting Association of Theological Institutions, which is unrecognized.)</i>"
Pacific International University,https://en.wikipedia.org/wiki/Pacific_International_University,14,Australia,"Wikipedia description: <i>Pacific International University, Springfield, Missouri; originally was located in Victoria, Australia</i>"
Pacific National University and Theological Institute,https://en.wikipedia.org/w/index.php?title=Pacific_National_University_and_Theological_Institute&action=edit&redlink=1,,,"Wikipedia description: <i>Pacific National University and Theological Institute, Los Angeles, California</i>"
Pacific Southern University,https://en.wikipedia.org/w/index.php?title=Pacific_Southern_University&action=edit&redlink=1,,,Wikipedia description: <i>Pacific Southern University</i>
Panworld University,https://en.wikipedia.org/wiki/Panworld_University,187,Pakistan,"Wikipedia description: <i>Panworld University, probably Pakistan</i>"
Patriot Bible UniversityAmerican Accrediting Association of Theological Institutions,https://en.wikipedia.org/wiki/Patriot_Bible_University,,,"Wikipedia description: <i>Patriot Bible University (formerly Patriot University, Colorado; claims that its accreditation is by American Accrediting Association of Theological Institutions, which is an unrecognized agency deemed to be an accreditation mill)</i>"
Pebble Hills University,https://en.wikipedia.org/wiki/Pebble_Hills_University,119,Italy,"Wikipedia description: <i>Pebble Hills University, Italy – A police fraud investigation revealed that the University's ""headquarters"" in Seborga, Italy is a room in a building used as a cellar, also the home of ten other diploma mills: Saint Bernard University, Eurasia Community College, Instituto Latinoamericano de Psicobiofisica – I.L.A.P.; St. Paul Ottawa College & University, Phoenix International University Europe, West Coast University – WCU; The International University; Miranda International University; Marquis Open University; and James Monroe International University</i>"
Pebbles University,https://en.wikipedia.org/w/index.php?title=Pebbles_University&action=edit&redlink=1,181,Nigeria,"Wikipedia description: <i>Pebbles University, Nigeria</i>"
Penbrook University,https://en.wikipedia.org/w/index.php?title=Penbrook_University&action=edit&redlink=1,,,Wikipedia description: <i>Penbrook University</i>
Pensacola Bible Institute,https://en.wikipedia.org/wiki/Pensacola_Bible_Institute,,,Wikipedia description: <i>Pensacola Bible Institute</i>
Phoenix International University Europe,https://en.wikipedia.org/w/index.php?title=Phoenix_International_University_Europe&action=edit&redlink=1,,,Wikipedia description: <i>Phoenix International University Europe</i>
Politecnico degli Studi InternazionaliPoliSIUniPoliSI,https://en.wikipedia.org/wiki/Politecnico_degli_Studi_Internazionali,234,Switzerland,"Wikipedia description: <i>Politecnico degli Studi Internazionali, also known as PoliSI or UniPoliSI; Switzerland</i>"
Politecnico di Studi Aziendali,https://en.wikipedia.org/wiki/Politecnico_di_Studi_Aziendali,234,Switzerland,Wikipedia description: <i>Politecnico di Studi Aziendali ISSEA SA; Switzerland</i>
Portland Bible College,https://en.wikipedia.org/wiki/Portland_Bible_College,,,"Wikipedia description: <i>Portland Bible College Portland, Oregon (Oregon’s Office of Degree Authorization lists this institution as unaccredited religious exempt school)</i>"
Preston University,https://en.wikipedia.org/wiki/Preston_University_(United_States),,,Wikipedia description: <i>Preston University (aka Fairmount International University)</i>
Preston University Pakistan,https://en.wikipedia.org/wiki/Preston_University_Pakistan,187,Pakistan,Wikipedia description: <i>Preston University Pakistan</i>
Promis University of London,https://en.wikipedia.org/w/index.php?title=Promis_University_of_London&action=edit&redlink=1,,,Wikipedia description: <i>Promis University of London</i>
Queenston University,https://en.wikipedia.org/w/index.php?title=Queenston_University&action=edit&redlink=1,14,Australia,"Wikipedia description: <i>Queenston University, Utah, Vanuatu, and Australia</i>"
Raja Arabic University,https://en.wikipedia.org/w/index.php?title=Raja_Arabic_University&action=edit&redlink=1,113,India,"Wikipedia description: <i>Raja Arabic University, Nagpur, India</i>"
"",,,,Wikipedia description: <i>Randford University</i>
Redding University,https://en.wikipedia.org/wiki/Redding_University,,,Wikipedia description: <i>Redding University</i>
Regent International UniversityRegent University,https://en.wikipedia.org/w/index.php?title=Regent_International_University&action=edit&redlink=1,,,"Wikipedia description: <i>Regent International University (not to be confused with the accredited Regent University in Virginia Beach, Virginia)</i>"
Revans University,https://en.wikipedia.org/wiki/Revans_University,,,"Wikipedia description: <i>Revans University, Vanuata</i>"
Rev. D. O. Ockiya College of Theology and Management Sciences,https://en.wikipedia.org/w/index.php?title=Rev._D._O._Ockiya_College_of_Theology_and_Management_Sciences&action=edit&redlink=1,181,Nigeria,"Wikipedia description: <i>Rev. D. O. Ockiya College of Theology and Management Sciences, Nigeria (lack of accreditation affects only its degree-awarding programmes)</i>"
Richmond Open University,https://en.wikipedia.org/w/index.php?title=Richmond_Open_University&action=edit&redlink=1,181,Nigeria,"Wikipedia description: <i>Richmond Open University, Nigeria</i>"
"",,,,Wikipedia description: <i>Ridgewood University</i>
Rochville University,https://en.wikipedia.org/wiki/Rochville_University,82,France,"Wikipedia description: <i>Rochville University (not to be confused with La Rochville University, an accredited university in France)</i>"
Rocklands University,https://en.wikipedia.org/w/index.php?title=Rocklands_University&action=edit&redlink=1,,,Wikipedia description: <i>Rocklands University</i>
Royal University Izhia,https://en.wikipedia.org/w/index.php?title=Royal_University_Izhia&action=edit&redlink=1,181,Nigeria,"Wikipedia description: <i>Royal University Izhia, Nigeria</i>"
Rushmore University,https://en.wikipedia.org/wiki/Rushmore_University,,,Wikipedia description: <i>Rushmore University</i>
Rutherford University,https://en.wikipedia.org/wiki/Rutherford_University,,,Wikipedia description: <i>Rutherford University (previously known as Senior University and Stratford International University)</i>
Sacramento International University,https://en.wikipedia.org/w/index.php?title=Sacramento_International_University&action=edit&redlink=1,,,"Wikipedia description: <i>Sacramento International University, (also called San Francisco International University, and Bellington University)</i>"
SAE Online,https://en.wikipedia.org/wiki/SAE_Online,91,Germany,"Wikipedia description: <i>SAE Online (formerly SAE Graduate College), UK, Germany</i>"
Saint Augustines University of Technology,https://en.wikipedia.org/w/index.php?title=Saint_Augustines_University_of_Technology&action=edit&redlink=1,181,Nigeria,"Wikipedia description: <i>Saint Augustines University of Technology, Nigeria</i>"
"",,119,Italy,"Wikipedia description: <i>Saint Bernard University, Italy</i>"
"",,,,"Wikipedia description: <i>St. Christopher Iba Mar Diop – College of Medicine, UK, USA</i>"
St. Clements University,https://en.wikipedia.org/wiki/St._Clements_University,,,"Wikipedia description: <i>St. Clements University (Called a ""degree mill"" by the State of Maine, but removed from list after a formal action taken by St. Clements University.)</i>"
St. John's University School of Medicine,https://en.wikipedia.org/wiki/St._John%27s_University_School_of_Medicine,167,Montserrat,"Wikipedia description: <i>St. John's University School of Medicine, Montserrat</i>"
St. John's University,"https://en.wikipedia.org/wiki/St._John%27s_University_(Springfield,_Louisiana)",,,"Wikipedia description: <i>St. John's University or St. John's University of Practical Theology, Springfield, Louisiana</i>"
Saint Luke School of Medicine,https://en.wikipedia.org/w/index.php?title=Saint_Luke_School_of_Medicine&action=edit&redlink=1,92,Ghana,"Wikipedia description: <i>Saint Luke School of Medicine, Liberia; California; Ghana</i>"
Saint Martin’s College and Seminary,https://en.wikipedia.org/w/index.php?title=Saint_Martin%E2%80%99s_College_and_Seminary&action=edit&redlink=1,,,"Wikipedia description: <i>Saint Martin’s College and Seminary, Milwaukee, Wisconsin.</i>"
St. Paul’s College & Seminary,https://en.wikipedia.org/w/index.php?title=St._Paul%E2%80%99s_College_%26_Seminary&action=edit&redlink=1,,,"Wikipedia description: <i>St. Paul’s College & Seminary, Saint Paul, Minnesota</i>"
"",,119,Italy,"Wikipedia description: <i>St. Paul Ottawa College & University, Italy</i>"
St. Regis UniversityRegis University,https://en.wikipedia.org/wiki/Saint_Regis_University,67,Dominica,"Wikipedia description: <i>St. Regis University, Dominica; Liberia; Washington D.C.; and Washington (closed by court order in June 2005), (not to be confused with Regis University in Denver, which is accredited)</i>"
Saint Stephen’s Educational Bible College,https://en.wikipedia.org/w/index.php?title=Saint_Stephen%E2%80%99s_Educational_Bible_College&action=edit&redlink=1,,,"Wikipedia description: <i>Saint Stephen’s Educational Bible College, Los Angeles, California</i>"
Saint Theresa's Medical University,https://en.wikipedia.org/wiki/St._Theresa%27s_Medical_University_(St._Kitts),,,"Wikipedia description: <i>Saint Theresa's Medical University, St. Kitts</i>"
St. Thomas-a-Becket College & University,https://en.wikipedia.org/w/index.php?title=St._Thomas-a-Becket_College_%26_University&action=edit&redlink=1,,,"Wikipedia description: <i>St. Thomas-a-Becket College & University, Canterbury, England</i>"
Saint Wolbodo Seminary,https://en.wikipedia.org/w/index.php?title=Saint_Wolbodo_Seminary&action=edit&redlink=1,,,"Wikipedia description: <i>Saint Wolbodo Seminary, Baltimore, Maryland</i>"
Samuel Ahmadu University,https://en.wikipedia.org/w/index.php?title=Samuel_Ahmadu_University&action=edit&redlink=1,181,Nigeria,"Wikipedia description: <i>Samuel Ahmadu University, Nigeria</i>"
Sancta Sophia SeminaryAccrediting Commission Internationalunrecognized accreditation agency,https://en.wikipedia.org/w/index.php?title=Sancta_Sophia_Seminary&action=edit&redlink=1,,,"Wikipedia description: <i>Sancta Sophia Seminary, Oklahoma. Claims ""accreditation"" by the Accrediting Commission International for Schools, Colleges, and Theological Seminaries, Inc., an unrecognized accreditation agency.</i>"
Sequoia University,https://en.wikipedia.org/wiki/Sequoia_University,,,"Wikipedia description: <i>Sequoia University, Los Angeles and Oklahoma. Closed by court order in 1984.</i>"
Si Tanka University,https://en.wikipedia.org/wiki/Si_Tanka_University,,,"Wikipedia description: <i>Si Tanka University, Eagle Butte, South Dakota</i>"
"",,,,Wikipedia description: <i>Somerset University</i>
Shalom Bible Institute,https://en.wikipedia.org/w/index.php?title=Shalom_Bible_Institute&action=edit&redlink=1,,,"Wikipedia description: <i>Shalom Bible Institute (Describes itself as ""We are also not accredited as we do not offer any type of degree programs, just certificates of completion."")</i>"
South California Polytechnic University,https://en.wikipedia.org/w/index.php?title=South_California_Polytechnic_University&action=edit&redlink=1,236,Taiwan,"Wikipedia description: <i>South California Polytechnic University, Taiwan</i>"
South Pacific University,https://en.wikipedia.org/w/index.php?title=South_Pacific_University&action=edit&redlink=1,,,Wikipedia description: <i>South Pacific University</i>
Southern Pacific University,https://en.wikipedia.org/w/index.php?title=Southern_Pacific_University&action=edit&redlink=1,149,Malaysia,"Wikipedia description: <i>Southern Pacific University, Malaysia</i>"
Springfield Christian College and Theological Seminary,https://en.wikipedia.org/w/index.php?title=Springfield_Christian_College_and_Theological_Seminary&action=edit&redlink=1,,,Wikipedia description: <i>Springfield Christian College and Theological Seminary</i>
"",,,,Wikipedia description: <i>Standford University (aka International Open University) USA</i>
Stanton University,https://en.wikipedia.org/wiki/Stanton_University,,,Wikipedia description: <i>Stanton University</i>
Strategic Business School,https://en.wikipedia.org/w/index.php?title=Strategic_Business_School&action=edit&redlink=1,181,Nigeria,"Wikipedia description: <i>Strategic Business School, Nigeria</i>"
Studiorum Universitas Ruggero II,https://en.wikipedia.org/wiki/Norman_Academy,119,Italy,"Wikipedia description: <i>Studiorum Universitas Ruggero II, Italy, Gambia, Florida (issues degrees for ""Norman Academy"")</i>"
Success Seminary,https://en.wikipedia.org/w/index.php?title=Success_Seminary&action=edit&redlink=1,,,"Wikipedia description: <i>Success Seminary, Oregon</i>"
Suffield University,https://en.wikipedia.org/wiki/Suffield_University,,,Wikipedia description: <i>Suffield University; operating illegally in Connecticut</i>
"Summit Theological SeminaryPeru, Indiana",https://en.wikipedia.org/wiki/Summit_Theological_Seminary,113,India,"Wikipedia description: <i>Summit Theological Seminary in Peru, Indiana (Its website says it ""never has nor will seek accreditation."")</i>"
Summerset UniversityUniversity Degree Program,https://en.wikipedia.org/w/index.php?title=Summerset_University&action=edit&redlink=1,,,"Wikipedia description: <i>Summerset University (""Appears to be a new version of the ""University Degree Program"" cluster supposedly closed by UK and US action. It has no legal authority to issue degrees."")</i>"
Sunday Adokpela University,https://en.wikipedia.org/w/index.php?title=Sunday_Adokpela_University&action=edit&redlink=1,181,Nigeria,"Wikipedia description: <i>Sunday Adokpela University, Nigeria</i>"
Sutherland University,https://en.wikipedia.org/w/index.php?title=Sutherland_University&action=edit&redlink=1,,,Wikipedia description: <i>Sutherland University</i>
Tabernacle Baptist College,https://en.wikipedia.org/wiki/Tabernacle_Baptist_College,,,"Wikipedia description: <i>Tabernacle Baptist College in Greenville, South Carolina (""the degrees awarded are neither certified by the State of Virginia nor are they accredited by any organization or regional agency"")</i>"
Taiken Wilmington University,https://en.wikipedia.org/w/index.php?title=Taiken_Wilmington_University&action=edit&redlink=1,122,Japan,"Wikipedia description: <i>Taiken Wilmington University, Japan</i>"
Tecana University,https://en.wikipedia.org/w/index.php?title=Tecana_University&action=edit&redlink=1,,,"Wikipedia description: <i>Tecana University, South America</i>"
Templeton University,https://en.wikipedia.org/w/index.php?title=Templeton_University&action=edit&redlink=1,219,Singapore,"Wikipedia description: <i>Templeton University, Singapore and Nevada</i>"
Tennessee Bible College,https://en.wikipedia.org/wiki/Tennessee_Bible_College,,,"Wikipedia description: <i>Tennessee Bible College, Cookeville, Tennessee</i>"
Tennessee Christian University,https://en.wikipedia.org/w/index.php?title=Tennessee_Christian_University&action=edit&redlink=1,,,"Wikipedia description: <i>Tennessee Christian University, Tennessee</i>"
Texas Christian Bible UniversityTexas Christian University,https://en.wikipedia.org/w/index.php?title=Texas_Christian_Bible_University&action=edit&redlink=1,,,"Wikipedia description: <i>Texas Christian Bible University, Crowley, Texas; not to be confused with Texas Christian University</i>"
Texas Theological University,https://en.wikipedia.org/w/index.php?title=Texas_Theological_University&action=edit&redlink=1,,,"Wikipedia description: <i>Texas Theological University, Texas</i>"
"The University of America, California","https://en.wikipedia.org/w/index.php?title=The_University_of_America,_California&action=edit&redlink=1",,,"Wikipedia description: <i>The University of America, California, Murrieta, CA  registered as a High School with the State of California.</i>"
"Therapon UniversitySaint Thomas, U.S. Virgin IslandsAmerican Accrediting Association of Theological Institutions",https://en.wikipedia.org/w/index.php?title=Therapon_University&action=edit&redlink=1,261,Virgin Islands,"Wikipedia description: <i>Therapon University, Saint Thomas, U.S. Virgin Islands (It claims accreditation from American Accrediting Association of Theological Institutions, which it describes as ""not recognized by the U.S. Department of Education as one of the seven official regional accrediting agencies. This non-recognition may have some implications that include"" that students may not be able to use ""its degrees for employment."")</i>"
Thomas Jefferson Education Foundation,https://en.wikipedia.org/wiki/Thomas_Jefferson_Education_Foundation,,,"Wikipedia description: <i>Thomas Jefferson Education Foundation, South Dakota</i>"
Thompson University,https://en.wikipedia.org/wiki/Thompson_University,,,Wikipedia description: <i>Thompson University</i>
Thornewood University,https://en.wikipedia.org/wiki/Thornewood_University,,,"Wikipedia description: <i>Thornewood University, Great Britain</i>"
Thornhill University,https://en.wikipedia.org/w/index.php?title=Thornhill_University&action=edit&redlink=1,253,United Kingdom,"Wikipedia description: <i>Thornhill University, United Kingdom</i>"
The Thornwood University,https://en.wikipedia.org/w/index.php?title=The_Thornwood_University&action=edit&redlink=1,253,United Kingdom,"Wikipedia description: <i>The Thornwood University, probably in United Kingdom or Netherlands</i>"
Thunderwood College,https://en.wikipedia.org/wiki/Brian_Dunning_(skeptic)#Thunderwood_College,,,"Wikipedia description: <i>Thunderwood College, Internet only, an admitted spoof website for an unaccredited college which offers instant ""degrees"" in a variety of subjects.</i>"
Tiu International University,https://en.wikipedia.org/w/index.php?title=Tiu_International_University&action=edit&redlink=1,181,Nigeria,"Wikipedia description: <i>Tiu International University, UK and Nigeria</i>"
Trafalgar Distance Learning Institute,https://en.wikipedia.org/w/index.php?title=Trafalgar_Distance_Learning_Institute&action=edit&redlink=1,43,Canada,"Wikipedia description: <i>Trafalgar Distance Learning Institute, Calgary and Red Deer, Alberta, Canada</i>"
Trident University of Technology,https://en.wikipedia.org/wiki/Trident_University_of_Technology,254,United States,"Wikipedia description: <i>Trident University of Technology, United States, Singapore</i>"
"Tri-Valley UniversityPleasanton, CaliforniaImmigration and Customs Enforcement",https://en.wikipedia.org/wiki/Tri-Valley_University,254,United States,"Wikipedia description: <i>Tri-Valley University, Pleasanton, California, raided by United States Immigration and Customs Enforcement (ICE) for allegedly operating as a front for illegal immigration.</i>"
Trinity College of the Bible and Theological Seminary,https://en.wikipedia.org/wiki/Trinity_College_and_Seminary,113,India,"Wikipedia description: <i>Trinity College of the Bible and Theological Seminary, Newburgh, Indiana. (""Trinity is currently working towards accreditation with a U.S. Department of Education (USDE) recognized agency for all of its programs."" (Accessed August 18, 2010))</i>"
Trinity College and University,https://en.wikipedia.org/wiki/Trinity_College_and_University,,,Wikipedia description: <i>Trinity College and University</i>
Trinity International University CollegeTrinity International University,https://en.wikipedia.org/w/index.php?title=Trinity_International_University_College&action=edit&redlink=1,82,France,"Wikipedia description: <i>Trinity International University College, Wyoming, Delaware, France; not to be confused with Trinity International University</i>"
Trinity Southern UniversityColby Nolan,https://en.wikipedia.org/wiki/Trinity_Southern_University,,,Wikipedia description: <i>Trinity Southern University (See: Colby Nolan)</i>
Trinity Southwest University,https://en.wikipedia.org/wiki/Trinity_Southwest_University,159,Mexico,"Wikipedia description: <i>Trinity Southwest University, Albuquerque, New Mexico</i>"
Trinity Valley Baptist Seminary and CollegeAccrediting Commission International,https://en.wikipedia.org/wiki/Trinity_Valley_Baptist_Seminary_and_College,,,"Wikipedia description: <i>Trinity Valley Baptist Seminary and College in Kennedale, Texas (Claims approval from Accrediting Commission International, which is not recognized as an accreditor)</i>"
Tyndale Theological SeminaryTexas Supreme Court,https://en.wikipedia.org/wiki/Tyndale_Theological_Seminary,,,"Wikipedia description: <i>Tyndale Theological Seminary, Texas. In 1999, Tyndale Theological Seminary was fined for violating a state law that required institutions to have state approval or accreditation to award degrees or use terms such as ""college"" or ""university"" in their names. The fine was appealed, and in August 2007 the Texas Supreme Court ruled that Tyndale and other seminaries that offer theological education and award religious degrees can do so without state government approval or accreditation.</i>"
UNESCO University,https://en.wikipedia.org/w/index.php?title=UNESCO_University&action=edit&redlink=1,181,Nigeria,"Wikipedia description: <i>UNESCO University, Nigeria</i>"
United Christian University,https://en.wikipedia.org/w/index.php?title=United_Christian_University&action=edit&redlink=1,181,Nigeria,"Wikipedia description: <i>United Christian University, Nigeria</i>"
United Nations UniversityUnited Nations University,https://en.wikipedia.org/w/index.php?title=United_Nations_University_(India)&action=edit&redlink=1,113,India,"Wikipedia description: <i>United Nations University, Delhi, India (not to be confused with United Nations University)</i>"
United Nigeria University College,https://en.wikipedia.org/w/index.php?title=United_Nigeria_University_College&action=edit&redlink=1,181,Nigeria,Wikipedia description: <i>United Nigeria University College</i>
Universal Bible Institute,https://en.wikipedia.org/w/index.php?title=Universal_Bible_Institute&action=edit&redlink=1,,,"Wikipedia description: <i>Universal Bible Institute, Birmingham, Alabama</i>"
Universal University,https://en.wikipedia.org/w/index.php?title=Universal_University&action=edit&redlink=1,,,Wikipedia description: <i>Universal University</i>
"",,93,Gibraltar,"Wikipedia description: <i>Università Mons Calpe, Gibraltar</i>"
"",,119,Italy,"Wikipedia description: <i>Università Popolare San Tommaso D’Aquino, Italy</i>"
"",,254,United States,"Wikipedia description: <i>Universitas Internationalis Studiorum Superiorum “Pro Deo"", United States</i>"
"",,152,Malta,"Wikipedia description: <i>Universitas Sancti Cyrilli, Malta</i>"
"",,,,Wikipedia description: <i>Université Européenne Jean Monnet a.i.s.b.l</i>
Université de WallisWallis and Futuna,https://en.wikipedia.org/w/index.php?title=Universit%C3%A9_de_Wallis&action=edit&redlink=1,253,United Kingdom,Wikipedia description: <i>Université de Wallis (lists addresses in Wallis and Futuna and United Kingdom)</i>
"University Consulting, Inc.","https://en.wikipedia.org/wiki/University_Consulting,_Inc.",,,"Wikipedia description: <i>University Consulting, Inc.</i>"
University Degree Program,https://en.wikipedia.org/wiki/University_Degree_Program,,,Wikipedia description: <i>University Degree Program (formerly operated at least 28 different diploma mills in at least five countries)</i>
University of Action Learning,https://en.wikipedia.org/wiki/University_of_Action_Learning,,,Wikipedia description: <i>University of Action Learning (UAL)</i>
"",,8,Antarctica,Wikipedia description: <i>University of Antarctica</i>
University of Applied Sciences & Management,https://en.wikipedia.org/w/index.php?title=University_of_Applied_Sciences_%26_Management&action=edit&redlink=1,26,Benin,Wikipedia description: <i>University of Applied Sciences & Management in Benin and Nigeria</i>
"",,,,Wikipedia description: <i>University of Bedford  (not to be confused with the legitimate UK University of Bedfordshire)</i>
University of Berkley,https://en.wikipedia.org/w/index.php?title=University_of_Berkley&action=edit&redlink=1,,,"Wikipedia description: <i>University of Berkley, Erie County, Pennsylvania</i>"
University of Beverly Hills,https://en.wikipedia.org/wiki/University_of_Beverly_Hills,,,"Wikipedia description: <i>University of Beverly Hills, California</i>"
University of Bums on Seats,https://en.wikipedia.org/w/index.php?title=University_of_Bums_on_Seats&action=edit&redlink=1,,,Wikipedia description: <i>University of Bums on Seats (satirical)</i>
University of Central Europe,https://en.wikipedia.org/w/index.php?title=University_of_Central_Europe&action=edit&redlink=1,,,"Wikipedia description: <i>University of Central Europe, Pascagoula, Mississippi. Reported closed as of 2007.</i>"
"",,,,Wikipedia description: <i>University of Devon</i>
"",,234,Switzerland,"Wikipedia description: <i>University of Ecoforum for Peace, Switzerland</i>"
University of Esoterica,https://en.wikipedia.org/w/index.php?title=University_of_Esoterica&action=edit&redlink=1,,,"Wikipedia description: <i>University of Esoterica (Institution website states: ""We are not accredited by any state agency, and don't want to be...due to entanglements and Separation of Church and State."")</i>"
University of the Holy Land,https://en.wikipedia.org/w/index.php?title=University_of_the_Holy_Land&action=edit&redlink=1,118,Israel,"Wikipedia description: <i>University of the Holy Land, Israel</i>"
University of HumbersideUniversity of Lincoln,https://en.wikipedia.org/w/index.php?title=University_of_Humberside_(fake)&action=edit&redlink=1,,,"Wikipedia description: <i>University of Humberside (not to be confused with the University of Lincoln, which formerly used this name)</i>"
University of Industry,https://en.wikipedia.org/w/index.php?title=University_of_Industry_(Nigeria)&action=edit&redlink=1,181,Nigeria,"Wikipedia description: <i>University of Industry, Nigeria</i>"
University of Lamberhurst,https://en.wikipedia.org/w/index.php?title=University_of_Lamberhurst&action=edit&redlink=1,,,Wikipedia description: <i>University of Lamberhurst</i>
University of Metaphysical Sciences,https://en.wikipedia.org/w/index.php?title=University_of_Metaphysical_Sciences&action=edit&redlink=1,,,"Wikipedia description: <i>University of Metaphysical Sciences, California and Minnesota</i>"
University of Metaphysical Studies,https://en.wikipedia.org/w/index.php?title=University_of_Metaphysical_Studies&action=edit&redlink=1,159,Mexico,"Wikipedia description: <i>University of Metaphysical Studies, New Mexico</i>"
University of Metaphysics,https://en.wikipedia.org/wiki/University_of_Metaphysics,,,"Wikipedia description: <i>University of Metaphysics, Studio City, California, and Sedona, Arizona. Also called University of Sedona</i>"
University of the Nations,https://en.wikipedia.org/wiki/University_of_the_Nations,,,Wikipedia description: <i>University of the Nations</i>
University of Natural Health,https://en.wikipedia.org/w/index.php?title=University_of_Natural_Health&action=edit&redlink=1,,,"Wikipedia description: <i>University of Natural Health, Brandon, Mississippi</i>"
University of Natural Medicine,https://en.wikipedia.org/w/index.php?title=University_of_Natural_Medicine&action=edit&redlink=1,159,Mexico,"Wikipedia description: <i>University of Natural Medicine, New Mexico (no claim or evidence of recognized accreditation for a US school)</i>"
University of North America,https://en.wikipedia.org/w/index.php?title=University_of_North_America&action=edit&redlink=1,,,"Wikipedia description: <i>University of North America, Virginia</i>"
University of Northern Virginia,https://en.wikipedia.org/wiki/University_of_Northern_Virginia,,,Wikipedia description: <i>University of Northern Virginia Closed by order of the State Council of Higher Education for Virginia.</i>
University of Northern Washington,https://en.wikipedia.org/w/index.php?title=University_of_Northern_Washington&action=edit&redlink=1,,,Wikipedia description: <i>University of Northern Washington</i>
University of NorthWest,https://en.wikipedia.org/wiki/University_of_NorthWest,,,Wikipedia description: <i>University of NorthWest</i>
University of Redwood,https://en.wikipedia.org/wiki/University_of_Redwood,,,Wikipedia description: <i>University of Redwood (fictitious)</i>
University of Santa Monica,https://en.wikipedia.org/wiki/University_of_Santa_Monica,,,"Wikipedia description: <i>University of Santa Monica, also known as Kohenor University</i>"
University of Sedona,https://en.wikipedia.org/wiki/University_of_Sedona,,,"Wikipedia description: <i>University of Sedona, Studio City, California, and Sedona, Arizona. Alternative name for University of Metaphysics</i>"
Uttar Pradesh Vishwavidyalaya,https://en.wikipedia.org/w/index.php?title=Uttar_Pradesh_Vishwavidyalaya&action=edit&redlink=1,113,India,"Wikipedia description: <i>Uttar Pradesh Vishwavidyalaya, India</i>"
"",,,,Wikipedia description: <i>Valley University</i>
Vancouver University Worldwide,https://en.wikipedia.org/w/index.php?title=Vancouver_University_Worldwide&action=edit&redlink=1,269,World,Wikipedia description: <i>Vancouver University Worldwide</i>
